Title,Date,Year,Month,Month_Name,Day,Weekday,Series,Episode
Cuando conocí al Chapo: Temporada 1: Las consecuencias,2018-01-14,2018,1,January,14,Sunday,Cuando conocí al Chapo,Temporada 1: Las consecuencias
Cuando conocí al Chapo: Temporada 1: Cara a cara,2018-01-14,2018,1,January,14,Sunday,Cuando conocí al Chapo,Temporada 1: Cara a cara
Cuando conocí al Chapo: Temporada 1: Destinados a conocerse,2018-01-14,2018,1,January,14,Sunday,Cuando conocí al Chapo,Temporada 1: Destinados a conocerse
Acampados: Temporada 2: Baile en mis pantalones,2018-01-12,2018,1,January,12,Friday,Acampados,Temporada 2: Baile en mis pantalones
Acampados: Temporada 2: No encendimos el fuego,2018-01-12,2018,1,January,12,Friday,Acampados,Temporada 2: No encendimos el fuego
Acampados: Temporada 2: ¡Griff llegó al campamento!,2018-01-12,2018,1,January,12,Friday,Acampados,Temporada 2: ¡Griff llegó al campamento!
The Sinner: Temporada 1: Cora: Parte VIII,2018-01-07,2018,1,January,7,Sunday,The Sinner,Temporada 1: Cora: Parte VIII
The Sinner: Temporada 1: Cora: Parte VII,2018-01-07,2018,1,January,7,Sunday,The Sinner,Temporada 1: Cora: Parte VII
The Sinner: Temporada 1: Cora: Parte VI,2018-01-07,2018,1,January,7,Sunday,The Sinner,Temporada 1: Cora: Parte VI
The Sinner: Temporada 1: Cora: Parte V,2018-01-07,2018,1,January,7,Sunday,The Sinner,Temporada 1: Cora: Parte V
The Sinner: Temporada 1: Cora: Parte IV,2018-01-07,2018,1,January,7,Sunday,The Sinner,Temporada 1: Cora: Parte IV
The Sinner: Temporada 1: Cora: Parte III,2018-01-06,2018,1,January,6,Saturday,The Sinner,Temporada 1: Cora: Parte III
The Sinner: Temporada 1: Cora: Parte II,2018-01-06,2018,1,January,6,Saturday,The Sinner,Temporada 1: Cora: Parte II
The Sinner: Temporada 1: Cora: Parte I,2018-01-06,2018,1,January,6,Saturday,The Sinner,Temporada 1: Cora: Parte I
Black Mirror: Temporada 4: Hang the DJ,2017-12-30,2017,12,December,30,Saturday,Black Mirror,Temporada 4: Hang the DJ
Black Mirror: Temporada 4: Crocodile,2017-12-30,2017,12,December,30,Saturday,Black Mirror,Temporada 4: Crocodile
Designated Survivor: Temporada 2: En la línea del fuego,2017-12-28,2017,12,December,28,Thursday,Designated Survivor,Temporada 2: En la línea del fuego
American Crime: Temporada 1: Episodio 5,2017-12-27,2017,12,December,27,Wednesday,American Crime,Temporada 1: Episodio 5
American Crime: Temporada 1: Episodio 4,2017-12-27,2017,12,December,27,Wednesday,American Crime,Temporada 1: Episodio 4
Jennifer Lopez: Dance Again,2017-12-25,2017,12,December,25,Monday,Jennifer Lopez,Dance Again
"Michael Bolton's Big, Sexy Valentine's Day Special",2017-12-23,2017,12,December,23,Saturday,"Michael Bolton's Big, Sexy Valentine's Day Special",
El Chapo: Temporada 2: Episodio 12,2017-12-23,2017,12,December,23,Saturday,El Chapo,Temporada 2: Episodio 12
El Chapo: Temporada 2: Episodio 11,2017-12-23,2017,12,December,23,Saturday,El Chapo,Temporada 2: Episodio 11
American Crime: Temporada 1: Episodio 3,2017-12-22,2017,12,December,22,Friday,American Crime,Temporada 1: Episodio 3
American Crime: Temporada 1: Episodio 2,2017-12-22,2017,12,December,22,Friday,American Crime,Temporada 1: Episodio 2
American Crime: Temporada 1: Episodio 1,2017-12-22,2017,12,December,22,Friday,American Crime,Temporada 1: Episodio 1
Star Wars: El regreso del Jedi,2017-12-19,2017,12,December,19,Tuesday,Star Wars,El regreso del Jedi
Lab Rats: Fuerza Elite: Temporada 1: Juego de poder,2017-12-19,2017,12,December,19,Tuesday,Lab Rats,Fuerza Elite: Temporada 1: Juego de poder
Lab Rats: Fuerza Elite: Temporada 1: A la espera de un héroe,2017-12-19,2017,12,December,19,Tuesday,Lab Rats,Fuerza Elite: Temporada 1: A la espera de un héroe
Lab Rats: Fuerza Elite: Temporada 1: La unión de los cinco,2017-12-19,2017,12,December,19,Tuesday,Lab Rats,Fuerza Elite: Temporada 1: La unión de los cinco
Guía de un gamer para casi todo: Temporada 1: La cabra,2017-12-19,2017,12,December,19,Tuesday,Guía de un gamer para casi todo,Temporada 1: La cabra
El Chapo: Temporada 2: Episodio 10,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 10
El Chapo: Temporada 2: Episodio 9,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 9
El Chapo: Temporada 2: Episodio 8,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 8
El Chapo: Temporada 2: Episodio 7,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 7
El Chapo: Temporada 2: Episodio 6,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 6
El Chapo: Temporada 2: Episodio 5,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 5
El Chapo: Temporada 2: Episodio 4,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 4
El Chapo: Temporada 2: Episodio 3,2017-12-17,2017,12,December,17,Sunday,El Chapo,Temporada 2: Episodio 3
Scandal: Temporada 5: Pesa la cabeza,2017-12-17,2017,12,December,17,Sunday,Scandal,Temporada 5: Pesa la cabeza
Designated Survivor: Temporada 2: Día de las tres cartas,2017-12-16,2017,12,December,16,Saturday,Designated Survivor,Temporada 2: Día de las tres cartas
El Chapo: Temporada 2: Episodio 2,2017-12-16,2017,12,December,16,Saturday,El Chapo,Temporada 2: Episodio 2
El Chapo: Temporada 2: Episodio 1,2017-12-16,2017,12,December,16,Saturday,El Chapo,Temporada 2: Episodio 1
Dark: Temporada 1: Alfa y omega,2017-12-13,2017,12,December,13,Wednesday,Dark,Temporada 1: Alfa y omega
Dark: Temporada 1: Todo es ahora,2017-12-13,2017,12,December,13,Wednesday,Dark,Temporada 1: Todo es ahora
Dark: Temporada 1: Cosechas lo que siembras,2017-12-13,2017,12,December,13,Wednesday,Dark,Temporada 1: Cosechas lo que siembras
Dark: Temporada 1: Encrucijadas,2017-12-13,2017,12,December,13,Wednesday,Dark,Temporada 1: Encrucijadas
Dark: Temporada 1: Sic mundus creatus est,2017-12-12,2017,12,December,12,Tuesday,Dark,Temporada 1: Sic mundus creatus est
Dark: Temporada 1: Verdades,2017-12-12,2017,12,December,12,Tuesday,Dark,Temporada 1: Verdades
Dark: Temporada 1: Dobles vidas,2017-12-10,2017,12,December,10,Sunday,Dark,Temporada 1: Dobles vidas
Dark: Temporada 1: Pasado y presente,2017-12-10,2017,12,December,10,Sunday,Dark,Temporada 1: Pasado y presente
Dark: Temporada 1: Mentiras,2017-12-10,2017,12,December,10,Sunday,Dark,Temporada 1: Mentiras
Contratiempo,2017-12-08,2017,12,December,8,Friday,Contratiempo,
Designated Survivor: Temporada 2: A casa,2017-12-08,2017,12,December,8,Friday,Designated Survivor,Temporada 2: A casa
Club de Cuervos: Temporada 1: Sé un capitán,2017-12-08,2017,12,December,8,Friday,Club de Cuervos,Temporada 1: Sé un capitán
Mea Culpa,2017-12-03,2017,12,December,3,Sunday,Mea Culpa,
Cuatro estaciones en la Habana: Temporada 1: Paisajes de otoño,2017-12-03,2017,12,December,3,Sunday,Cuatro estaciones en la Habana,Temporada 1: Paisajes de otoño
Cuatro estaciones en la Habana: Temporada 1: Máscaras,2017-12-03,2017,12,December,3,Sunday,Cuatro estaciones en la Habana,Temporada 1: Máscaras
Los Meyerowitz: La familia no se elige (Historias nuevas y selectas),2017-12-03,2017,12,December,3,Sunday,Los Meyerowitz,La familia no se elige (Historias nuevas y selectas)
Diana: In Her Own Words,2017-12-03,2017,12,December,3,Sunday,Diana,In Her Own Words
Cuatro estaciones en la Habana: Temporada 1: Pasado perfecto,2017-12-02,2017,12,December,2,Saturday,Cuatro estaciones en la Habana,Temporada 1: Pasado perfecto
Cuatro estaciones en la Habana: Temporada 1: Vientos de Cuaresma,2017-12-02,2017,12,December,2,Saturday,Cuatro estaciones en la Habana,Temporada 1: Vientos de Cuaresma
The Story of Diana: Temporada 1: Parte 2,2017-12-02,2017,12,December,2,Saturday,The Story of Diana,Temporada 1: Parte 2
Jim y Andy,2017-12-02,2017,12,December,2,Saturday,Jim y Andy,
The Story of Diana: Temporada 1: Parte 1,2017-12-02,2017,12,December,2,Saturday,The Story of Diana,Temporada 1: Parte 1
 : Episodio 1,2017-11-30,2017,11,November,30,Thursday,,Episodio 1
Ray Donovan: Temporada 1: Fiesta de estreno,2017-11-28,2017,11,November,28,Tuesday,Ray Donovan,Temporada 1: Fiesta de estreno
Guía de un gamer para casi todo: Temporada 1: El incidente,2017-11-28,2017,11,November,28,Tuesday,Guía de un gamer para casi todo,Temporada 1: El incidente
Designated Survivor: Temporada 2: Lazos de familia,2017-11-27,2017,11,November,27,Monday,Designated Survivor,Temporada 2: Lazos de familia
Designated Survivor: Temporada 2: Dos buques,2017-11-20,2017,11,November,20,Monday,Designated Survivor,Temporada 2: Dos buques
Designated Survivor: Temporada 2: Idiota,2017-11-18,2017,11,November,18,Saturday,Designated Survivor,Temporada 2: Idiota
Suburra: Sangre sobre Roma: Temporada 1: Llámalo sueño,2017-11-13,2017,11,November,13,Monday,Suburra,Sangre sobre Roma: Temporada 1: Llámalo sueño
Suburra: Sangre sobre Roma: Temporada 1: Oscuridad total,2017-11-13,2017,11,November,13,Monday,Suburra,Sangre sobre Roma: Temporada 1: Oscuridad total
Suburra: Sangre sobre Roma: Temporada 1: Un hombre nuevo,2017-11-12,2017,11,November,12,Sunday,Suburra,Sangre sobre Roma: Temporada 1: Un hombre nuevo
Suburra: Sangre sobre Roma: Temporada 1: Último cliente,2017-11-11,2017,11,November,11,Saturday,Suburra,Sangre sobre Roma: Temporada 1: Último cliente
"Suburra: Sangre sobre Roma: Temporada 1: Ajo, aceite y picante",2017-11-11,2017,11,November,11,Saturday,Suburra,"Sangre sobre Roma: Temporada 1: Ajo, aceite y picante"
Designated Survivor: Temporada 2: Equilibrio,2017-11-04,2017,11,November,4,Saturday,Designated Survivor,Temporada 2: Equilibrio
Suburra: Sangre sobre Roma: Temporada 1: Loba,2017-11-04,2017,11,November,4,Saturday,Suburra,Sangre sobre Roma: Temporada 1: Loba
Suburra,2017-11-04,2017,11,November,4,Saturday,Suburra,
Suburra: Sangre sobre Roma: Temporada 1: Buen provecho,2017-11-02,2017,11,November,2,Thursday,Suburra,Sangre sobre Roma: Temporada 1: Buen provecho
Suburra: Sangre sobre Roma: Temporada 1: Perros rabiosos,2017-11-02,2017,11,November,2,Thursday,Suburra,Sangre sobre Roma: Temporada 1: Perros rabiosos
Suburra: Sangre sobre Roma: Temporada 1: Plebeyos y patricios,2017-10-30,2017,10,October,30,Monday,Suburra,Sangre sobre Roma: Temporada 1: Plebeyos y patricios
Miniespías 4: Los ladrones del tiempo,2017-10-22,2017,10,October,22,Sunday,Miniespías 4,Los ladrones del tiempo
Suburra: Sangre sobre Roma: Temporada 1: 21 días,2017-10-22,2017,10,October,22,Sunday,Suburra,Sangre sobre Roma: Temporada 1: 21 días
Designated Survivor: Temporada 2: El brote,2017-10-20,2017,10,October,20,Friday,Designated Survivor,Temporada 2: El brote
Black Mirror: Temporada 3: El hombre contra el fuego,2017-10-17,2017,10,October,17,Tuesday,Black Mirror,Temporada 3: El hombre contra el fuego
Black Mirror: Temporada 2: Oso blanco,2017-10-17,2017,10,October,17,Tuesday,Black Mirror,Temporada 2: Oso blanco
Black Mirror: Temporada 3: San Junípero,2017-10-17,2017,10,October,17,Tuesday,Black Mirror,Temporada 3: San Junípero
Black Mirror: Temporada 3: Cállate y baila,2017-10-15,2017,10,October,15,Sunday,Black Mirror,Temporada 3: Cállate y baila
Dark Net: La Red Oscura: Obsesión,2017-10-15,2017,10,October,15,Sunday,Dark Net,La Red Oscura: Obsesión
Designated Survivor: Temporada 2: Ponzoña,2017-10-13,2017,10,October,13,Friday,Designated Survivor,Temporada 2: Ponzoña
The Catch: Temporada 1: La boda,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: La boda
The Catch: Temporada 1: La pareja feliz,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: La pareja feliz
The Catch: Temporada 1: El paquete,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: El paquete
The Catch: Temporada 1: El farsante,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: El farsante
The Catch: Temporada 1: El benefactor,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: El benefactor
The Catch: Temporada 1: La táctica Laragan,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: La táctica Laragan
The Catch: Temporada 1: La princesa y los planos,2017-10-13,2017,10,October,13,Friday,The Catch,Temporada 1: La princesa y los planos
The Catch: Temporada 1: El juicio,2017-10-08,2017,10,October,8,Sunday,The Catch,Temporada 1: El juicio
The Catch: Temporada 1: El verdadero asesino,2017-10-07,2017,10,October,7,Saturday,The Catch,Temporada 1: El verdadero asesino
The Catch: Temporada 1: El piloto,2017-10-07,2017,10,October,7,Saturday,The Catch,Temporada 1: El piloto
Burn Notice: Temporada 1: Piloto (Parte 1),2017-10-07,2017,10,October,7,Saturday,Burn Notice,Temporada 1: Piloto (Parte 1)
Designated Survivor: Temporada 2: Un año,2017-10-07,2017,10,October,7,Saturday,Designated Survivor,Temporada 2: Un año
"El bufete: Temporada 1: Mentiras blancas, corbatas negras",2017-10-01,2017,10,October,1,Sunday,El bufete,"Temporada 1: Mentiras blancas, corbatas negras"
El bufete: Temporada 1: El inocente,2017-10-01,2017,10,October,1,Sunday,El bufete,Temporada 1: El inocente
El bufete: Temporada 1: Nada personal,2017-10-01,2017,10,October,1,Sunday,El bufete,Temporada 1: Nada personal
El bufete: Temporada 1: Limitación de derechos,2017-10-01,2017,10,October,1,Sunday,El bufete,Temporada 1: Limitación de derechos
El bufete: Temporada 1: Problemas evidentes,2017-09-30,2017,9,September,30,Saturday,El bufete,Temporada 1: Problemas evidentes
El bufete: Temporada 1: Piloto,2017-09-30,2017,9,September,30,Saturday,El bufete,Temporada 1: Piloto
Ray Donovan: Temporada 1: El golem,2017-09-29,2017,9,September,29,Friday,Ray Donovan,Temporada 1: El golem
Black Mirror: Temporada 2: Blanca Navidad,2017-09-29,2017,9,September,29,Friday,Black Mirror,Temporada 2: Blanca Navidad
Ray Donovan: Temporada 1: Cadillac negro,2017-09-16,2017,9,September,16,Saturday,Ray Donovan,Temporada 1: Cadillac negro
Ray Donovan: Temporada 1: Twerk,2017-09-16,2017,9,September,16,Saturday,Ray Donovan,Temporada 1: Twerk
Ray Donovan: Temporada 1: Una boca es una boca,2017-09-15,2017,9,September,15,Friday,Ray Donovan,Temporada 1: Una boca es una boca
Ray Donovan: Temporada 1: La bolsa o el bate,2017-09-15,2017,9,September,15,Friday,Ray Donovan,Temporada 1: La bolsa o el bate
Papeles en el viento,2017-09-10,2017,9,September,10,Sunday,Papeles en el viento,
Narcos: Temporada 3: De vuelta a Cali,2017-09-10,2017,9,September,10,Sunday,Narcos,Temporada 3: De vuelta a Cali
Narcos: Temporada 3: Todos los hombres del presidente,2017-09-10,2017,9,September,10,Sunday,Narcos,Temporada 3: Todos los hombres del presidente
Narcos: Temporada 3: Convivir,2017-09-10,2017,9,September,10,Sunday,Narcos,Temporada 3: Convivir
Narcos: Temporada 3: Sin salida,2017-09-10,2017,9,September,10,Sunday,Narcos,Temporada 3: Sin salida
Narcos: Temporada 3: El mejor plan,2017-09-09,2017,9,September,9,Saturday,Narcos,Temporada 3: El mejor plan
Narcos: Temporada 3: MRO,2017-09-09,2017,9,September,9,Saturday,Narcos,Temporada 3: MRO
Narcos: Temporada 3: Jaque mate,2017-09-05,2017,9,September,5,Tuesday,Narcos,Temporada 3: Jaque mate
Narcos: Temporada 3: Sigue el dinero,2017-09-05,2017,9,September,5,Tuesday,Narcos,Temporada 3: Sigue el dinero
Narcos: Temporada 3: La KGB de Cali,2017-09-05,2017,9,September,5,Tuesday,Narcos,Temporada 3: La KGB de Cali
Narcos: Temporada 3: La estrategia del capo,2017-09-04,2017,9,September,4,Monday,Narcos,Temporada 3: La estrategia del capo
Rush: Temporada 1: Sinfonía agridulce,2017-09-02,2017,9,September,2,Saturday,Rush,Temporada 1: Sinfonía agridulce
Rush: Temporada 1: Trabajo sucio,2017-09-02,2017,9,September,2,Saturday,Rush,Temporada 1: Trabajo sucio
Rush: Temporada 1: Día de suerte,2017-09-02,2017,9,September,2,Saturday,Rush,Temporada 1: Día de suerte
Rush: Temporada 1: Porque estaba drogado,2017-08-31,2017,8,August,31,Thursday,Rush,Temporada 1: Porque estaba drogado
Rush: Temporada 1: Mala influencia,2017-08-31,2017,8,August,31,Thursday,Rush,Temporada 1: Mala influencia
Rush: Temporada 1: ¿Dónde está mi mente?,2017-08-31,2017,8,August,31,Thursday,Rush,Temporada 1: ¿Dónde está mi mente?
Rush: Temporada 1: Somos familia,2017-08-31,2017,8,August,31,Thursday,Rush,Temporada 1: Somos familia
Rush: Temporada 1: Aprendiendo a volar,2017-08-22,2017,8,August,22,Tuesday,Rush,Temporada 1: Aprendiendo a volar
Rush: Temporada 1: No me preguntes por qué,2017-08-22,2017,8,August,22,Tuesday,Rush,Temporada 1: No me preguntes por qué
Rush: Temporada 1: Piloto,2017-08-22,2017,8,August,22,Tuesday,Rush,Temporada 1: Piloto
Lucifer: Temporada 1: Regrésame al Infierno,2017-08-21,2017,8,August,21,Monday,Lucifer,Temporada 1: Regrésame al Infierno
Guía de un gamer para casi todo: Temporada 1: El examen de conducir,2017-08-20,2017,8,August,20,Sunday,Guía de un gamer para casi todo,Temporada 1: El examen de conducir
Guía de un gamer para casi todo: Temporada 1: Baño de Sangre Psico-Zombi,2017-08-20,2017,8,August,20,Sunday,Guía de un gamer para casi todo,Temporada 1: Baño de Sangre Psico-Zombi
Lucifer: Temporada 1: #EquipoLucifer,2017-08-19,2017,8,August,19,Saturday,Lucifer,Temporada 1: #EquipoLucifer
Cars,2017-08-19,2017,8,August,19,Saturday,Cars,
Designated Survivor: Temporada 1: Prepárate para el impacto,2017-07-31,2017,7,July,31,Monday,Designated Survivor,Temporada 1: Prepárate para el impacto
Designated Survivor: Temporada 1: Bombazo,2017-07-31,2017,7,July,31,Monday,Designated Survivor,Temporada 1: Bombazo
Designated Survivor: Temporada 1: Alianza improbable,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: Alianza improbable
Designated Survivor: Temporada 1: Lázaro,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: Lázaro
Designated Survivor: Temporada 1: El noveno juez,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: El noveno juez
Designated Survivor: Temporada 1: Política partidaria,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: Política partidaria
Designated Survivor: Temporada 1: Cien días,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: Cien días
Designated Survivor: Temporada 1: Comandante en jefe,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: Comandante en jefe
Designated Survivor: Temporada 1: El contrafuego,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: El contrafuego
Designated Survivor: Temporada 1: El fin del comienzo,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: El fin del comienzo
Designated Survivor: Temporada 1: Guerreros,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: Guerreros
Designated Survivor: Temporada 1: El juramento,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: El juramento
Designated Survivor: Temporada 1: El plan,2017-07-30,2017,7,July,30,Sunday,Designated Survivor,Temporada 1: El plan
Designated Survivor: Temporada 1: Los resultados,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: Los resultados
Designated Survivor: Temporada 1: El traidor,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: El traidor
Designated Survivor: Temporada 1: El interrogatorio,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: El interrogatorio
Designated Survivor: Temporada 1: La misión,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: La misión
Designated Survivor: Temporada 1: El enemigo,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: El enemigo
Designated Survivor: Temporada 1: La confesión,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: La confesión
Designated Survivor: Temporada 1: El primer día,2017-07-29,2017,7,July,29,Saturday,Designated Survivor,Temporada 1: El primer día
The Killing: Temporada 1: Piloto,2017-07-29,2017,7,July,29,Saturday,The Killing,Temporada 1: Piloto
La peor bruja: Temporada 1: Día de selección,2017-07-24,2017,7,July,24,Monday,La peor bruja,Temporada 1: Día de selección
Socios por accidente 2,2017-07-20,2017,7,July,20,Thursday,Socios por accidente 2,
House of Cards: Temporada 5: Capítulo 65,2017-07-04,2017,7,July,4,Tuesday,House of Cards,Temporada 5: Capítulo 65
House of Cards: Temporada 5: Capítulo 64,2017-07-04,2017,7,July,4,Tuesday,House of Cards,Temporada 5: Capítulo 64
